,ts,x,heading,y,rssi_3,rssi_4,rssi_5,rssi_8,rssi_10,rssi_11
1596,1.6279979865603333e+18,-3.911297247655169,-37.58356416933615,3.63577649309703,-52.47128104620114,-74.0,-59.49533053638751,-44.0,-63.55489532554688,-69.88587392869641
1597,1.6279979868936668e+18,-3.911297247655169,-37.58356416933615,3.63577649309703,-47.59637310505756,-66.0,-67.24595133227496,-49.058130634624,-64.0,-71.59637310505757
1598,1.627997987227e+18,-3.9383748309011364,-38.20646152398485,3.6244455791641994,-54.327332302112396,-62.06765415125871,-58.37137961520601,-50.51604298165295,-64.47128104620114,-70.0
1599,1.6279979875603333e+18,-3.908229187888906,-38.58704169301443,3.5878053971979873,-58.55489532554688,-67.14555418194013,-57.47128104620114,-53.58431909085297,-64.19138939336958,-72.28827052218
1600,1.6279979878936668e+18,-3.908229187888906,-38.58704169301443,3.5878053971979873,-48.495330536387506,-61.0,-57.94256209240228,-52.0,-64.90255770152024,-68.16241031110505
1601,1.627997988227e+18,-3.8210564403240888,-38.70383688746333,3.4229813376464913,-51.55489532554688,-65.58332562162674,-63.22020246011414,-50.46405268421363,-64.94136369863598,-63.7002246403863
1602,1.6279979885603333e+18,-3.785105583187731,-38.812807334911824,3.2404874190236486,-51.47128104620114,-59.404067069048445,-58.24595133227496,-55.0,-62.0,-63.0
1603,1.6279979888936668e+18,-3.785105583187731,-38.812807334911824,3.2404874190236486,-52.81698947597886,-57.0,-57.495330536387506,-50.83931857139004,-62.88587392869641,-64.03707201955287
1604,1.627997989227e+18,-3.772777701047457,-38.88899482899176,3.0501904869839493,-51.0,-88.0,-64.88587392869641,-53.0,-63.24595133227496,-60.88587392869641
1605,1.6279979895603333e+18,-3.766021610148025,-38.93113953962382,2.8703763351829794,-50.03707201955286,-55.0,-60.495330536387506,-52.73644122877972,-63.0,-59.36194447912907
1606,1.6279979898936668e+18,-3.766021610148025,-38.93113953962382,2.8703763351829794,-51.22020246011415,-62.54901959985743,-59.245951332274956,-54.0,-60.55489532554688,-62.88587392869641
1607,1.627997990227e+18,-3.7348819699517133,-38.93224319229435,2.7018121860149877,-49.81698947597886,-62.86423794540882,-59.47128104620114,-53.0,-63.22020246011414,-60.55489532554688
1608,1.6279979905603333e+18,-3.7348819699517133,-38.93224319229435,2.7018121860149877,,-75.0,-54.245951332274956,-51.442165116063975,-62.37137961520602,-61.0
1609,1.6279979908936668e+18,-3.6907406129720384,-38.93157412380049,2.5456040244134166,-50.88587392869641,-62.59176359769359,-56.37137961520602,-61.0,-62.220202460114145,-65.0
1610,1.627997991227e+18,-3.640854569803503,-38.927830488519014,2.3927138946513007,-47.47128104620114,-67.47473336094575,-50.816989475978865,-48.76179499435943,-63.980630187179486,-63.47128104620114
1611,1.6279979915603333e+18,-3.640854569803503,-38.927830488519014,2.3927138946513007,-46.88587392869641,-67.0,-51.88587392869641,-50.89319193553365,-58.816989475978865,-58.92130349086746
1612,1.6279979918936668e+18,-3.5898762534731694,-38.91875581729233,2.2419195822559304,-50.07303533010563,-66.89319193553365,-54.508353065753994,-62.0,-61.596373105057566,-57.988588034998365
1613,1.627997992227e+18,-3.531419537464202,-38.91300540948357,2.09479004570958,-48.24595133227496,-65.0,-51.55489532554688,-63.0,-58.03707201955285,-56.245951332274956
1614,1.6279979925603333e+18,-3.531419537464202,-38.91300540948357,2.09479004570958,-45.816989475978865,,-51.037072019552866,-48.99304470635188,-62.744576200678786,-61.22020246011415
1615,1.6279979928936668e+18,-3.5101808754764936,-39.32895059900079,2.063637603837096,-49.37137961520602,-67.08412542943877,-52.81698947597886,-49.23847375084807,-58.875090735559425,-61.88587392869641
1616,1.627997993227e+18,-3.517947774186449,-39.488352204951525,2.0891996984697285,-49.81698947597886,-65.25988149974948,-49.81698947597886,-52.37137961520602,-51.74457620067879,-54.47128104620114
1617,1.6279979935603333e+18,-3.517947774186449,-39.488352204951525,2.0891996984697285,-48.24595133227496,-79.0,-53.924499964339454,-49.97593900912253,-60.79791593749726,-54.88587392869641
1618,1.6279979938936668e+18,-3.5845024022675327,-39.64764721154733,1.9570618837131493,-49.49533053638751,-64.74331760273472,-49.55489532554687,-55.96708621881338,-60.03707201955286,-54.245951332274956
1619,1.627997994227e+18,-3.6785384349750694,-39.71604656533408,1.8335397450382551,-49.84584868063316,-74.03707201955287,-52.47128104620114,-49.92449996433946,-63.03707201955285,-57.5483753986712
1620,1.6279979945603333e+18,-3.6785384349750694,-39.71604656533408,1.8335397450382551,-47.55489532554687,-62.570977961912384,-50.47128104620114,-46.9994046506402,-63.55489532554688,-57.81698947597886
1621,1.6279979948936668e+18,-3.7677369144930273,-39.74831962926859,1.7215258974268022,-47.03707201955286,-64.51533889229631,-50.49190266454992,-49.00164327581187,-60.188838440914594,-54.47128104620114
1622,1.627997995227e+18,-3.8498902350906192,-39.77313959679065,1.609053909082308,-51.245951332274956,-59.323414396087756,-55.55489532554688,-65.0,-60.67834375675553,-57.0
1623,1.6279979955603333e+18,-3.8498902350906192,-39.77313959679065,1.609053909082308,-51.0,-63.0,-54.0,-46.67834375675554,-61.55489532554688,-57.245951332274956
1624,1.6279979958936668e+18,-3.9352420974711135,-39.77308073131463,1.483133912225491,-54.49533053638751,-65.0,-53.24595133227496,-50.19387168378338,-72.79791593749727,-55.67834375675553
1625,1.627997996227e+18,-4.014816868190606,-39.773003804744185,1.3626929186032772,-51.0,-88.0,-55.18398980677923,-51.0,-64.22020246011415,-54.69028178094877
1626,1.6279979965603333e+18,-4.014816868190606,-39.773003804744185,1.3626929186032772,-55.56453775880883,-72.0,-53.816989475978865,-56.12587328745926,-61.92449996433946,-51.37137961520602
1627,1.6279979968936668e+18,-4.154746672407388,-39.99536190812618,1.2100189020428358,-55.47128104620114,-62.7959666034663,-54.88587392869641,-58.0,-61.30670116886926,-52.81698947597886
1628,1.627997997227e+18,-4.250126403209686,-39.898124159249086,1.100286109183751,-56.49533053638751,-71.01578371986945,-58.24595133227496,-55.23695355750884,-63.495330536387506,-47.495330536387506
1629,1.6279979975603333e+18,-4.250126403209686,-39.898124159249086,1.100286109183751,-52.98528966022041,-65.87714014732245,-55.79791593749726,-57.570977961912384,-61.037072019552866,-50.79791593749726
